var,index,value,fractionality
Y,"('LH518B_5', 'C0270', 1, 4.0)",0.5868163582638849,0.4131836417361151
Y,"('LH518B_9', 'N2826', 1, 121.0)",0.588453151593894,0.411546848406106
Y,"('LH518B_5', 'C0272', 1, 17.0)",0.5925889492226389,0.40741105077736106
Z,"('LH518B_5', 1, 17.0)",0.40741105077736106,0.40741105077736106
Z,"('LH518B_11', 1, 12.0)",0.5931554371654069,0.40684456283459314
Y,"('LH518B_6', 'C0202', 1, 153.0)",0.596460983782915,0.403539016217085
Z,"('LH518B_6', 1, 153.0)",0.403539016217085,0.403539016217085
Z,"('LH518B_5', 1, 57.0)",0.598765432098765,0.401234567901235
Y,"('LH518B_5', 'C0308', 1, 57.0)",0.40123456790123496,0.40123456790123496
Y,"('LH518B_7', 'C0124', 1, 91.0)",0.40123456790123496,0.40123456790123496
Y,"('LH518B_7', 'C0165', 1, 91.0)",0.5987654320987651,0.4012345679012349
Y,"('LH518B_1', 'C0620', 1, 5.0)",0.40123456790123485,0.40123456790123485
Y,"('LH518B_10', 'N2753', 1, 44.0)",0.40123456790123485,0.40123456790123485
Y,"('LH518B_4', 'C0446', 1, 53.0)",0.40123456790123485,0.40123456790123485
Y,"('LH518B_12', 'N2632', 1, 64.0)",0.40123456790123485,0.40123456790123485
Y,"('LH518B_6', 'C0239', 1, 64.0)",0.40123456790123485,0.40123456790123485
Y,"('LH518B_9', 'N2825', 1, 126.0)",0.40123456790123485,0.40123456790123485
Y,"('LH518B_11', 'N2715', 1, 128.0)",0.40123456790123485,0.40123456790123485
Y,"('LH518B_7', 'C0163', 1, 129.0)",0.40123456790123485,0.40123456790123485
Y,"('LH518B_4', 'C0449', 1, 162.0)",0.40123456790123485,0.40123456790123485
Y,"('LH518B_4', 'C0413', 1, 165.0)",0.40123456790123485,0.40123456790123485
Y,"('LH518B_1', 'C0582', 1, 60.0)",0.4012345679012348,0.4012345679012348
Y,"('LH518B_4', 'C0450', 1, 165.0)",0.5987654320987652,0.4012345679012348
Z,"('LH518B_1', 1, 5.0)",0.5987654320987652,0.4012345679012348
Z,"('LH518B_10', 1, 44.0)",0.5987654320987652,0.4012345679012348
Z,"('LH518B_11', 1, 128.0)",0.5987654320987652,0.4012345679012348
Z,"('LH518B_12', 1, 64.0)",0.5987654320987652,0.4012345679012348
