
Gurobi 12.0.3 (win64) logging started Mon Sep  7 23:47:25 2026

Set parameter LogFile to value "C:\Users\TECNO-MASTER\Desktop\Elmo_infrastructure_sizing_NP-\output\DCH_septiembre\Bateria_353\Costo_variable\Swap_libre\Swap_variable_3estaciones_160kW_Descomp\station_1_d152_stage1\ELMO_log.txt"
Set parameter Threads to value 1
Set parameter Heuristics to value 0.5
Set parameter MIPFocus to value 3
Set parameter Presolve to value 2
Set parameter FlowCoverCuts to value 2
Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (win64 - Windows 11+.0 (26200.2))

CPU model: Intel(R) Core(TM) i9-14900K, instruction set [SSE2|AVX|AVX2]
Thread count: 24 physical cores, 32 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  1200
MIPGap  0.05
Heuristics  0.5
MIPFocus  3
FlowCoverCuts  2
Presolve  2
Threads  1

Optimize a model with 26358 rows, 53707 columns and 244684 nonzeros
Model fingerprint: 0x4f557783
Variable types: 2099 continuous, 51608 integer (18485 binary)
Coefficient statistics:
  Matrix range     [1e+00, 3e+02]
  Objective range  [1e-02, 8e+04]
  Bounds range     [1e+00, 1e+01]
  RHS range        [1e+00, 1e+04]
Presolve removed 23428 rows and 43752 columns
Presolve time: 0.15s
Presolved: 2930 rows, 9955 columns, 32796 nonzeros
Variable types: 824 continuous, 9131 integer (8568 binary)
Found heuristic solution: objective 600304.35807
Found heuristic solution: objective 562130.28095
Root relaxation presolved: 2930 rows, 9955 columns, 32796 nonzeros


Root relaxation: objective 1.806962e+05, 14706 iterations, 1.42 seconds (2.37 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

  2965  2432 180918.517   49   40 284233.100 180918.517  36.3%  1130  865s
H 2973  2438                    284215.94339 180918.517  36.3%  1129  876s
H 2973  2438                    284210.73803 180918.517  36.3%  1129  876s
  2987  2454 182334.850   52  110 284210.738 180918.517  36.3%  1127  880s
  3003  2470 180918.517   55   42 284210.738 180918.517  36.3%  1129  885s
  3027  2494 183774.839   49  150 284210.738 180918.517  36.3%  1129  890s
  3048  2515 180918.517   50   36 284210.738 180918.517  36.3%  1127  895s
H 3060  2525                    284202.76267 180918.517  36.3%  1127  899s
  3062  2529 180918.517   46   22 284202.763 180918.517  36.3%  1128  900s
  3085  2552 182949.069   42  169 284202.763 180918.517  36.3%  1128  905s
  3111  2578 185048.183   38  188 284202.763 180918.517  36.3%  1125  910s
  3128  2595 183915.685   40  175 284202.763 180918.517  36.3%  1127  915s
  3144  2611 184051.315   38  180 284202.763 180918.517  36.3%  1126  920s
H 3146  2611                    284194.78731 180918.517  36.3%  1126  929s
  3146  2613 180934.295   38   76 284194.787 180918.517  36.3%  1126  940s
  3168  2635 185034.924   46  206 284194.787 180918.517  36.3%  1128  945s
  3187  2654 180938.920   40  136 284194.787 180918.517  36.3%  1129  950s
  3209  2676 180921.907   36  122 284194.787 180918.517  36.3%  1127  955s
  3230  2697 180918.517   39   66 284194.787 180918.517  36.3%  1127  960s
  3250  2717 180926.791   39  126 284194.787 180918.517  36.3%  1129  965s
  3270  2737 180919.907   41   88 284194.787 180918.517  36.3%  1131  970s
  3286  2753 182405.632   44  245 284194.787 180918.517  36.3%  1136  975s
  3299  2766 188988.165   40  172 284194.787 180918.517  36.3%  1137  980s
  3316  2783 180918.517   42   27 284194.787 180918.517  36.3%  1137  985s
  3335  2802 187790.529   32  149 284194.787 180918.517  36.3%  1140  990s
  3355  2822 180918.517   33   52 284194.787 180918.517  36.3%  1141  995s
  3370  2837 181575.604   27   81 284194.787 180918.517  36.3%  1141 1000s
  3392  2859 185412.707   31  122 284194.787 180918.517  36.3%  1140 1005s
  3407  2874 182736.542   43  232 284194.787 180918.517  36.3%  1143 1010s
  3424  2891 180918.517   46   57 284194.787 180918.517  36.3%  1143 1016s
  3434  2901 180934.295   47   87 284194.787 180918.517  36.3%  1144 1020s
  3451  2918 180918.517   31   81 284194.787 180918.517  36.3%  1145 1025s
  3477  2944 180918.517   29   84 284194.787 180918.517  36.3%  1145 1030s
  3480  2947 186932.140   30  196 284194.787 180918.517  36.3%  1146 1040s
  3499  2966 180918.517   25   45 284194.787 180918.517  36.3%  1146 1045s
  3524  2991 180918.517   28   66 284194.787 180918.517  36.3%  1143 1050s
  3542  3009 180918.517   30   61 284194.787 180918.517  36.3%  1141 1055s
  3559  3026 180918.517   32   67 284194.787 180918.517  36.3%  1140 1060s
  3577  3044 182228.553   33   41 284194.787 180918.517  36.3%  1141 1065s
  3600  3067 180918.517   36   82 284194.787 180918.517  36.3%  1139 1070s
  3622  3089 185555.673   42  207 284194.787 180918.517  36.3%  1138 1075s
  3629  3096 189996.331   37  183 284194.787 180918.517  36.3%  1139 1088s
  3638  3105 186140.632   39  301 284194.787 180918.517  36.3%  1140 1090s
  3658  3125 182859.403   41  236 284194.787 180918.517  36.3%  1140 1095s
  3668  3135 188454.699   42  169 284194.787 180918.517  36.3%  1140 1100s
  3687  3154 185604.769   43  281 284194.787 180918.517  36.3%  1142 1105s
  3699  3166 180918.517   46   47 284194.787 180918.517  36.3%  1145 1110s
  3717  3184 180918.517   39   84 284194.787 180918.517  36.3%  1150 1115s
  3735  3202 181042.166   44  222 284194.787 180918.517  36.3%  1149 1120s
  3751  3218 188454.699   48  143 284194.787 180918.517  36.3%  1151 1125s
  3775  3242 180918.517   39   40 284194.787 180918.517  36.3%  1149 1131s
  3791  3258 180918.517   44   60 284194.787 180918.517  36.3%  1147 1135s
  3798  3265 180918.517   34   79 284194.787 180918.517  36.3%  1148 1149s
  3802  3269 180918.517   35   62 284194.787 180918.517  36.3%  1147 1150s
  3825  3292 180918.517   50   50 284194.787 180918.517  36.3%  1146 1155s
  3848  3315 183433.830   30  273 284194.787 180918.517  36.3%  1146 1160s
  3869  3336 180918.517   33   24 284194.787 180918.517  36.3%  1146 1165s
  3887  3354 184588.282   38  304 284194.787 180918.517  36.3%  1145 1170s
  3905  3372 181853.827   42  245 284194.787 180918.517  36.3%  1145 1175s
  3917  3384 180918.517   33   40 284194.787 180918.517  36.3%  1145 1180s
  3939  3406 180918.517   37   29 284194.787 180918.517  36.3%  1143 1185s
  3963  3430 182938.135   40  256 284194.787 180918.517  36.3%  1144 1190s
  3981  3448 180918.517   42   59 284194.787 180918.517  36.3%  1145 1195s
  3991  3458 186008.058   43  292 284194.787 180918.517  36.3%  1144 1200s

Cutting planes:
  Gomory: 15
  Lift-and-project: 10
  Cover: 128
  Implied bound: 6
  MIR: 149
  Mixing: 1
  StrongCG: 3
  Flow cover: 1533
  Zero half: 109
  RLT: 134
  Relax-and-lift: 119

Explored 3992 nodes (4595269 simplex iterations) in 1200.02 seconds (1135.91 work units)
Thread count was 1 (of 32 available processors)

Solution count 10: 284195 284203 284211 ... 285223

Time limit reached
Best objective 2.841947873128e+05, best bound 1.809185173545e+05, gap 36.3400%
